2023-05-03 15:59:26.951 [main] INFO  com.solvd.Hospital.Main - ------------------------------------------------------
2023-05-08 17:12:54.495 [main] INFO  com.solvd.Hospital.Main - 15. 03:00 PM
2023-05-08 17:12:54.495 [main] INFO  com.solvd.Hospital.Main - 16. 03:30 PM
2023-05-08 17:12:54.495 [main] INFO  com.solvd.Hospital.Main - 17. 04:00 PM
2023-05-08 17:12:54.495 [main] INFO  com.solvd.Hospital.Main - 18. 04:30 PM
2023-05-08 17:12:54.495 [main] INFO  com.solvd.Hospital.Main - Choose a time slot by entering the corresponding number:
2023-05-08 17:12:57.762 [main] INFO  com.solvd.Hospital.Main - Enter the appointment date (MM/DD/YYYY): 
2023-05-08 17:13:02.605 [main] INFO  com.solvd.Hospital.Main - Enter the reason for the appointment (1. Sick, 2. Check up, 3. Other): 
2023-05-08 17:13:04.747 [main] INFO  com.solvd.Hospital.Main - Appointment created: Appointment{dateTime='05/03/2023 03:00 PM', reason='Sick', doctor=Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40, patient=Patient: medicalRecord: MedicalRecord{medicalCondition='', treatment='', medication='', patientId='2c262102-2509-4f36-930d-b1ae0d087c1a', name='john', gender='M', age=25}
2023-05-08 17:13:04.747 [main] INFO  com.solvd.Hospital.Main - All appointments:
2023-05-08 17:13:04.748 [main] INFO  com.solvd.Hospital.Main - Appointment{dateTime='05/03/2023 03:00 PM', reason='Sick', doctor=Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40, patient=Patient: medicalRecord: MedicalRecord{medicalCondition='', treatment='', medication='', patientId='2c262102-2509-4f36-930d-b1ae0d087c1a', name='john', gender='M', age=25}
2023-05-08 17:13:04.748 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-08 17:13:04.748 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-08 17:13:04.748 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-08 17:13:04.748 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-08 17:13:04.748 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-08 17:13:04.748 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-08 17:13:04.749 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-08 17:13:04.749 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-08 17:13:04.749 [main] INFO  com.solvd.Hospital.Classes.Menu - g. Exit
2023-05-08 17:13:04.749 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-08 17:13:10.182 [main] INFO  com.solvd.Hospital.Main - List of all doctors:
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-08 17:13:10.183 [main] INFO  com.solvd.Hospital.Classes.Menu - g. Exit
2023-05-08 17:13:10.184 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-08 17:13:14.045 [main] INFO  com.solvd.Hospital.Main - Goodbye!
2023-05-11 21:39:46.145 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 21:39:46.149 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 21:39:46.149 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 21:39:46.149 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 21:39:46.149 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 21:39:46.149 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 21:39:46.149 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 21:39:46.149 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 21:39:46.150 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 21:39:46.150 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 21:39:46.150 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 21:41:53.359 [main] INFO  com.solvd.Hospital.Main - List of all doctors:
2023-05-11 21:41:53.366 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-11 21:41:53.366 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-11 21:41:53.366 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 21:41:53.367 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 21:41:56.869 [main] INFO  com.solvd.Hospital.Main - Goodbye!
2023-05-11 22:42:44.165 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 22:42:44.168 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 22:42:44.168 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 22:42:44.168 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 22:42:44.168 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 22:42:44.168 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 22:42:44.168 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 22:42:44.168 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 22:42:44.169 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 22:42:44.169 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 22:42:44.169 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 22:42:46.464 [main] INFO  com.solvd.Hospital.Main - List of all doctors:
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Jenny', gender='F', age=45
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 22:42:46.470 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 22:42:46.471 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 22:42:54.999 [main] INFO  com.solvd.Hospital.Main - List of all patient IDs:
2023-05-11 22:42:54.999 [main] INFO  com.solvd.Hospital.Main - b5499111-d2f4-4c06-bf01-00805a14cd0f
2023-05-11 22:42:54.999 [main] INFO  com.solvd.Hospital.Main - 80741d8b-9f92-4146-81ab-9f859246df16
2023-05-11 22:42:54.999 [main] INFO  com.solvd.Hospital.Main - f6187568-8d09-44fb-a5e6-cb080dc36c2a
2023-05-11 22:42:54.999 [main] INFO  com.solvd.Hospital.Main - ecc60f3e-81a8-4506-92e8-44b681c2aab3
2023-05-11 22:42:54.999 [main] INFO  com.solvd.Hospital.Main - 1c08dde1-554d-4a93-b3ff-aa93f947d8db
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 22:42:55.000 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 22:48:32.133 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 22:48:32.135 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 22:48:32.136 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 22:48:36.020 [main] INFO  com.solvd.Hospital.Main - No appointments found.
2023-05-11 22:48:36.020 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 22:48:36.021 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 22:49:23.306 [main] INFO  com.solvd.Hospital.Main - Today's appointments:
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 22:49:23.307 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 23:04:04.875 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all today appointments
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all future appointments
2023-05-11 23:04:04.879 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 23:04:04.880 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Main - No appointments found.
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 23:04:09.463 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 23:04:09.464 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all today appointments
2023-05-11 23:04:09.464 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all future appointments
2023-05-11 23:04:09.464 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 23:04:09.464 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Main - Today's appointments:
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-11 23:04:12.717 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all today appointments
2023-05-11 23:04:12.718 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all future appointments
2023-05-11 23:04:12.718 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-11 23:04:12.718 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Main - Future appointments:
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-11 23:04:14.883 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
